Step,Value
0,1.0251153707504272
100,0.8886433839797974
200,0.8600826859474182
300,0.8869076371192932
400,0.8581123948097229
500,0.8947974443435669
600,0.8713153004646301
700,0.8652066588401794
800,0.8720971345901489
900,0.8833821415901184
1000,0.889875054359436
1100,0.8680795431137085
1200,0.8800138235092163
1300,0.8722149729728699
1400,0.8846852779388428
1500,0.8811402916908264
1600,0.8629197478294373
1700,0.8737583160400391
1800,0.8533284068107605
1900,0.878446102142334
2000,0.8600269556045532
2100,0.8573788404464722
2200,0.8617556095123291
2300,0.8735769391059875
2400,0.8543058037757874
2500,0.8643021583557129
2600,0.8425713181495667
2700,0.8610055446624756
2800,0.8611905574798584
2900,0.8606383800506592
3000,0.8477383852005005
3100,0.8415183424949646
3200,0.8376048803329468
3300,0.8443341255187988
3400,0.8412802219390869
3500,0.8391631245613098
3600,0.8361910581588745
3700,0.8276532888412476
3800,0.8232468962669373
3900,0.8286659121513367
4000,0.8169252872467041
4100,0.8161962032318115
4200,0.8151644468307495
4300,0.7977621555328369
4400,0.8182439804077148
4500,0.7985947728157043
4600,0.8102704286575317
4700,0.8079357147216797
4800,0.8014984726905823
4900,0.7863219976425171
5000,0.7853834629058838
5100,0.7798252105712891
5200,0.8021351099014282
5300,0.7995193600654602
5400,0.7657484412193298
5500,0.774150550365448
5600,0.77325439453125
5700,0.7496616840362549
5800,0.765840470790863
5900,0.758371114730835
6000,0.7526471018791199
6100,0.7420367002487183
6200,0.7430509328842163
6300,0.7102082967758179
6400,0.7322604656219482
6500,0.7361463904380798
6600,0.7265435457229614
6700,0.7118973731994629
6800,0.7213689684867859
6900,0.7094606757164001
7000,0.7228841185569763
7100,0.6999567747116089
7200,0.693731427192688
7300,0.674471378326416
7400,0.6805985569953918
7500,0.667441189289093
7600,0.674083411693573
7700,0.6849156618118286
7800,0.6749998927116394
7900,0.6699056029319763
8000,0.6746061444282532
8100,0.6656780242919922
8200,0.649446427822113
8300,0.6453591585159302
8400,0.6576324701309204
8500,0.6562379002571106
8600,0.6529574990272522
8700,0.6346408128738403
8800,0.6346184015274048
8900,0.6094321012496948
9000,0.6220144629478455
9100,0.625472903251648
9200,0.6227855086326599
9300,0.6208140254020691
9400,0.5903835296630859
9500,0.5977987051010132
9600,0.5966450572013855
9700,0.6102910041809082
9800,0.583204448223114
9900,0.5893741250038147
10000,0.5874640941619873
10100,0.585234522819519
10200,0.5930967330932617
10300,0.5832139849662781
10400,0.5622127056121826
10500,0.5437288880348206
10600,0.5584221482276917
10700,0.5890353918075562
10800,0.5594687461853027
10900,0.5521332621574402
11000,0.5592181086540222
11100,0.5437613129615784
11200,0.5535999536514282
11300,0.5526162981987
11400,0.5108319520950317
11500,0.5404074788093567
11600,0.5292350053787231
11700,0.5300183892250061
11800,0.5360161662101746
11900,0.546363115310669
