Step,Value
0,-9.278892517089844
100,-1.5730657577514648
200,0.10033898055553436
300,0.06771974265575409
400,0.17828722298145294
500,0.2005273997783661
600,-0.6955052614212036
700,-1.318760633468628
800,0.8449821472167969
900,0.16132721304893494
1000,0.47970664501190186
1100,-0.572124183177948
1200,-1.650303602218628
1300,-0.47720927000045776
1400,1.7908247709274292
1500,0.9450993537902832
1600,0.07175807654857635
1700,0.1967579573392868
1800,-0.4568723738193512
1900,0.9187213182449341
2000,-1.1520501375198364
2100,0.8719583749771118
2200,0.9372988939285278
2300,-0.210103839635849
2400,1.3921122550964355
2500,-1.280827283859253
2600,0.21735292673110962
2700,-0.06089542806148529
2800,0.9731959104537964
2900,-0.8087190985679626
3000,-2.7223892211914062
3100,0.592432975769043
3200,2.6189463138580322
3300,-1.0123332738876343
3400,-0.3041554391384125
3500,-2.214320659637451
3600,1.0828278064727783
3700,-0.1593043953180313
3800,-0.5011469721794128
3900,0.9891366362571716
4000,-0.7593313455581665
4100,1.185387372970581
4200,-1.1436386108398438
4300,-1.8531849384307861
4400,-0.1886410415172577
4500,0.1411483883857727
4600,0.587558388710022
4700,-1.5469253063201904
4800,-0.5820755362510681
4900,-2.0060439109802246
5000,-2.0466983318328857
5100,3.0380659103393555
5200,-1.0467978715896606
5300,-1.4466432332992554
5400,0.18542450666427612
5500,3.5570731163024902
5600,-3.9930124282836914
5700,-2.216261386871338
5800,-5.876114845275879
5900,-0.8888869285583496
6000,1.0591776371002197
6100,1.6744379997253418
6200,-1.965311050415039
6300,-1.2047368288040161
6400,2.1283843517303467
6500,-1.3055624961853027
6600,-0.10338930785655975
6700,0.9564212560653687
6800,-3.060555934906006
6900,0.8622305393218994
7000,0.24838882684707642
7100,-2.948526382446289
7200,0.5923166871070862
7300,2.9113073348999023
7400,1.0830843448638916
7500,-3.166912317276001
7600,1.0002992153167725
7700,-0.31228458881378174
7800,-2.132296323776245
7900,1.6081790924072266
8000,-0.6299613118171692
8100,-0.6011762022972107
8200,-1.905641794204712
8300,-0.16924452781677246
8400,1.006056785583496
8500,-0.3967960774898529
8600,-3.0461950302124023
8700,-0.8375219106674194
8800,-1.9092121124267578
8900,2.1805355548858643
9000,-0.5372815728187561
9100,1.9446525573730469
9200,-1.1738755702972412
9300,-0.9503926634788513
9400,0.46237826347351074
9500,1.1504526138305664
9600,2.1554114818573
9700,1.9173392057418823
9800,0.15129034221172333
9900,0.38966405391693115
10000,1.478590965270996
10100,-0.005667679011821747
10200,-1.7737162113189697
10300,-1.3449363708496094
10400,2.21110200881958
10500,0.05805259943008423
10600,-0.9301618933677673
10700,-1.9215173721313477
10800,-0.03282724320888519
10900,2.0302276611328125
11000,-0.617978572845459
11100,-0.32742181420326233
11200,1.389186143875122
11300,-3.6032638549804688
11400,-0.44430771470069885
11500,-1.1495041847229004
11600,-0.9106249809265137
11700,1.0933892726898193
11800,-2.588118314743042
11900,-0.7102222442626953
