Step,Value
0,1.0746177434921265
100,2.294571876525879
200,1.7483651638031006
300,1.722418189048767
400,1.6961313486099243
500,1.7530391216278076
600,1.7413849830627441
700,1.7744885683059692
800,1.7796849012374878
900,1.716684103012085
1000,1.8692598342895508
1100,1.7760710716247559
1200,1.7006717920303345
1300,1.769591212272644
1400,1.8464127779006958
1500,1.7996529340744019
1600,1.8277853727340698
1700,1.8710403442382812
1800,1.8038461208343506
1900,1.8156371116638184
2000,1.8033735752105713
2100,1.853769063949585
2200,1.8296743631362915
2300,1.898447871208191
2400,1.8429362773895264
2500,1.9056497812271118
2600,1.8762974739074707
2700,1.8792290687561035
2800,1.8914215564727783
2900,1.9403725862503052
3000,1.887297511100769
3100,1.9687116146087646
3200,1.9367703199386597
3300,1.9741487503051758
3400,1.9584767818450928
3500,2.0196805000305176
3600,1.9756929874420166
3700,2.0317816734313965
3800,2.0468204021453857
3900,2.001102924346924
4000,2.0531508922576904
4100,2.0258941650390625
4200,2.0572242736816406
4300,2.045358896255493
4400,2.08381986618042
4500,2.0526368618011475
4600,2.173417806625366
4700,2.1111207008361816
4800,2.188039541244507
4900,2.154134511947632
5000,2.270841598510742
5100,2.19641375541687
5200,2.2498726844787598
5300,2.1334080696105957
5400,2.194453477859497
5500,2.166990041732788
5600,2.1739654541015625
5700,2.270836353302002
5800,2.24881649017334
5900,2.3035707473754883
6000,2.3019027709960938
6100,2.4236409664154053
6200,2.3882267475128174
6300,2.463637113571167
6400,2.383397340774536
6500,2.448516607284546
6600,2.621100664138794
6700,2.444385051727295
6800,2.436897039413452
6900,2.571908473968506
7000,2.6536643505096436
7100,2.6244354248046875
7200,2.705976724624634
7300,2.6830973625183105
7400,2.757690906524658
7500,2.7352683544158936
7600,2.7702207565307617
7700,2.7793796062469482
7800,2.779419422149658
7900,2.812255859375
